fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine quality
6.125828457910441,0.24668261597829136,0.40222753865943045,1.4258284579104417,0.03629620768900949,18.703792310990508,112.40758462198102,0.9896549025279403,3.1918243835929427,0.5666347680434172,12.392654617693355,1
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,1
6.869097991308629,0.22836859391604009,0.32309020086913715,7.447216069530971,0.03623608034765485,39.30902008691371,114.12731994205753,0.9940299091115392,3.3974536011588494,0.5014587947851772,10.93461391598341,1
6.7845194675427605,0.31479405751832606,0.3121098359902261,2.1591762300733044,0.04090137294987783,23.549313525061088,87.0,0.9891157551224329,3.016616700739615,0.41605491799511307,12.859176230073304,1
7.806467246502704,0.26704392271265776,0.3136028019376127,9.591915941871619,0.03698383188374324,29.311775844990986,117.67205603875226,0.9947260980678164,2.989514956512297,0.44919159418716204,11.096766376748649,1
6.758355696732482,0.2141644303267518,0.3141375942477736,11.075335450987227,0.038,60.58355696732482,150.75067090197444,0.9960712149260038,3.0824664549012772,0.5516711393464964,10.291778483662409,1
5.389697512176346,0.304848756088173,0.2768029353691394,1.794848756088173,0.04136058707382789,13.680293536913943,57.20604975647308,0.9888755435829916,3.2779395024352693,0.43165169145731247,12.711365670661298,1
7.100380506529401,0.3850665886426452,0.3700190253264701,6.0015220261176045,0.04375237816580876,29.0,121.75047563316176,0.9921531611300949,3.2124571930154424,0.39744768035220734,12.475237816580876,1
6.500201851774824,0.2898587037576236,0.31008074070992936,1.6993944446755298,0.035030277766223514,23.997981482251767,79.00807407099293,0.9905293137039656,3.269798148225177,0.6895761112728708,11.40121111064894,1
7.378142827282,0.2849806073391856,0.3765183664937714,1.4870408376557145,0.04491101989626285,30.0,95.17408167531143,0.9916008898010374,3.2078142827282,0.5234816335062286,11.378142827282,1
7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,1
8.056922035477012,0.21939932195120415,0.4046738984479201,1.269450847006568,0.042592677960087574,46.0,131.44908474501094,0.9924610983059868,3.206762033702846,0.45161898314857696,10.769450847006567,1
7.224516301523689,0.3879613041218951,0.37938709246190777,9.575483698476312,0.03453032068323942,51.938709246190776,150.2245163015237,0.9930877418492382,3.077754836984763,0.3818322287409728,12.02791412798721,1
6.034393509553289,0.26164469843673455,0.4072148994789115,1.334393509553289,0.03621308500868481,18.786914991315193,112.57382998263039,0.9893897411777045,3.1660563526922907,0.536710603126531,12.450840493920634,1
6.718282871209844,0.21121885808065624,0.4814679934354062,1.4,0.04632962805563906,30.060942904032814,113.93905709596719,0.9913878114191934,2.934626296967875,0.4236565742419688,10.8,1
8.687303954474613,0.30040092775343324,0.33933178707761125,4.798663574155222,0.018140324713701642,23.006682129223886,126.97995361232833,0.9947143406237803,3.1210023193835834,0.48899768061641685,11.209354980913442,1
6.649531116681877,0.19821591878677258,0.3190141827297617,1.2772301015165344,0.034861505075826714,40.0,116.31690304549603,0.9928079826394298,3.3041548477251985,0.8247655583409386,9.841548477251985,1
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,1
7.6218205623049,0.13241328806286093,0.4461488360733377,1.062644519895232,0.040879335596856956,49.13222599476159,131.62644519895233,0.9914902670705249,3.146380067905709,0.6540823957590332,11.001156159161855,1
7.140391155529926,0.22302933666474448,0.33403911555299265,2.7596088444700735,0.03355537838853649,48.100977888824815,152.94951105558758,0.9900767113054434,3.1651466833237225,0.3855537838853649,12.599022111175184,1
7.009764771037292,0.2611754028464716,0.38019892574274233,7.139240600248995,0.040764919430705676,30.117540284647163,152.49005371286287,0.9947862567141079,3.239403222771773,0.6074502685643144,10.38625671410786,1
6.838561351286565,0.30987024332746577,0.2785613512865648,3.8673343255552686,0.036300705409940466,24.0,122.84315946140306,0.9906300705409941,3.219870243327466,0.35542454051462596,12.52287729742687,1
6.655386997589254,0.4691654137002472,0.316813356970661,1.4573595745281027,0.022338390072322398,21.808801418239657,120.93626713941322,0.9889395143735638,3.1608345862997527,0.5223520567295863,12.7,1
6.845800992511023,0.3812985112334649,0.4195412902643304,6.190825805286608,0.04399223820264562,26.6259702246693,156.0,0.9933816516105732,3.256563176035275,0.5053422827753539,11.758786104845672,1
6.224139395482597,0.3251721209034807,0.27181045466119474,4.700849987268578,0.03660348488706491,30.120696977412983,134.0,0.992718104546612,3.2132766675154283,0.4254313639835843,10.381895453388053,1
7.010241846736652,0.22354195678320352,0.2886628801515295,5.0897581532633485,0.027968706482519475,36.0,135.4409673869466,0.9948440967386947,3.204096738694661,0.6847226090442713,10.611806522610678,1
6.5274274089635895,0.2708008137254872,0.32097096358543586,1.617717773109231,0.03911411134453845,23.725725910364105,80.09709635854358,0.9904367468095238,3.2425725910364105,0.6324024411764616,11.564564453781538,1
6.967925685405892,0.20617249020848727,0.4364148629188216,1.667925685405892,0.04355524118763853,30.0,114.76550195830255,0.9927396284270295,3.1381680581162263,0.553962842702946,10.608624510424363,1
5.8,0.22387693012192947,0.4352757282645755,4.743644937898788,0.03791526583865049,44.521183540337375,117.21822468949394,0.9924472092485186,3.293093481369636,0.4295124363320507,10.412071195590409,1
7.099464990438449,0.31497324952192246,0.2728800718383522,2.7932010775752834,0.03742398563232956,29.0,114.57066427205493,0.9912785332136027,3.140840395110937,0.560786894154782,11.907333931986269,1
7.964994516237774,0.27030098707720074,0.38994983548713325,1.4324972581188868,0.035685060321384486,35.335005483762224,111.00501645128668,0.9908005016451287,3.143952028992024,0.5597993419485329,12.832998903247555,1
6.948628275139808,0.20003919213886262,0.27007838427772524,3.382740447425367,0.03995688864725112,42.00391921388626,106.49804039305687,0.9924647090612536,3.2288242358341215,0.5445492904030799,11.001959606943132,1
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,1
7.469182142339273,0.4055343745468638,0.42132062472811826,15.161008486738954,0.039232714306429085,35.69182142339273,155.34591071169638,0.9970787445586337,3.0745910711696367,0.3963522322075909,10.884274996374911,1
6.0109942974534745,0.3178011405093051,0.3021988594906949,1.9329828923604242,0.03398948677081273,41.0,142.0,0.9891639771898139,3.292198859490695,0.4221988594906949,12.789005702546525,1
7.83372052584454,0.1957849342694325,0.2602323155067241,1.6927314460724856,0.028191834179895108,25.8313973707773,189.08430131461134,0.9913372052584454,3.115406552136767,0.7155526187627084,11.99883842246638,1
7.334967476846169,0.18,0.31385621362417626,1.1192810681208814,0.042686271825494254,20.0,72.80718931879119,0.9924421567956374,3.2814378637582373,0.39614378637582376,10.742156795637356,1
6.416791775489054,0.1938680374184909,0.3469340187092455,1.5722639251630182,0.03875187663233582,43.55472149673964,147.8613196258151,0.9908061477373148,3.2867167101956216,0.5969340187092455,11.694152523858873,1
7.3817252311366826,0.2780702773640185,0.23279233820432252,1.363450462273364,0.04563450462273364,15.269009245467284,136.46198150906542,0.9926172523113669,3.1019297226359814,0.7170031702963782,10.56447291976986,1
6.192364163442934,0.30178169519664866,0.3541091524016757,1.7461820817214673,0.032410915240167565,41.0,100.0509055770471,0.9895693098288201,3.3027998067375908,0.49152716731141316,12.31018111540942,1
5.487676996006153,0.33725220559138686,0.3385055414132273,1.727372766973853,0.02950707984024609,29.0,129.56161501996925,0.9896658993438096,3.4426061976036912,0.6954745533947706,12.786261027956934,1
7.397383600567414,0.20003737713475125,0.4299626228652488,7.80485902751766,0.04501495085390049,27.014950853900494,152.98878685957462,0.9963958885151774,3.1897383600567415,0.5507101655602734,9.003363942127612,1
7.039579634150087,0.17541656097571676,0.31458343902428326,1.0770828048785839,0.04087490487814508,20.687515853642488,73.45834390242833,0.992110407682936,3.3154165609757165,0.3977082804878584,10.937503170728498,1
7.098436437536351,0.2379686051185933,0.4253124034123955,1.8624992272991643,0.035624992272991644,28.0,112.9062480682479,0.9912640627897628,3.2273437982938025,0.5364062789762813,12.034373647773538,1
6.63654042030586,0.18951893695412092,0.2965864894923535,2.0365404203058604,0.03365864894923535,14.987973423853024,82.32932447461768,0.9911355782942141,3.1724513844158886,0.5338945735535255,11.167067552538231,1
7.91026029075843,0.27179176739325633,0.3521388217378291,6.994794184831408,0.04782082326067437,41.0,167.0,0.9951504338179307,3.162052058151686,0.40897397092415705,10.809392654896998,1
7.1491334025058375,0.188563453203401,0.3936780267409137,2.108049331477157,0.044327556016705585,58.77585200556853,173.0,0.9922818890041764,3.2644829598886296,0.5865511203341117,11.567244398329441,1
7.3460059076601985,0.27231952738718407,0.4788594683105821,13.946005907660199,0.04792396455403881,41.730029538301,166.26997046169902,0.9985342159506826,3.1184408270724275,0.5788210043022338,9.2539940923398,1
6.4818369566481335,0.19908152167593313,0.30365326098332035,1.5089782601111976,0.04108978260111198,30.818369566481337,132.18163043351865,0.9919457173930738,3.316408695955521,0.54,10.908978260111198,1
6.620007430728444,0.19849944269536665,0.32250092884105563,1.1200074307284449,0.03844979565496776,25.050018576821113,77.84994426953666,0.9925799925692715,3.3854983280861,0.5359985138543111,10.230011146092666,1
7.211521293325316,0.1879630836007215,0.2979630836007215,1.173456387997595,0.044619350946722786,11.557606466626583,142.73456387997595,0.9918707829653398,3.222119676668671,0.48176957413349364,11.229217034660254,1
7.294099188970959,0.38911487834564384,0.3673446350369315,1.1383552716887677,0.04279347161398356,35.9704959448548,113.0590081102904,0.9909516133495618,3.384099188970959,0.47881983779419174,12.723603244116164,1
6.3,0.29644028967511604,0.29,2.5271652389860733,0.044084318642627664,32.64402896751161,141.2880579350232,0.9895386417380507,3.2022014483755803,0.42440289675116055,12.86440289675116,1
7.103162639246592,0.3604743958869889,0.28142318766096663,2.379442844897149,0.03611069237363073,35.01581319623296,114.96837360753408,0.989385933641822,3.193162639246592,0.4406325278493185,13.487349443013631,1
6.0617161348316655,0.26305693483143766,0.27077145168539585,1.561427415730209,0.044534241797747946,32.0,112.92285483146041,0.9922835107955051,3.389942256179709,0.5053712898876251,10.53857258426979,1
7.0,0.36,0.32,10.089974271668964,0.045,36.82233657036016,131.35532685927967,0.9935182233657036,3.09,0.33,11.691116828518007,1
6.112916498447689,0.25741670031046227,0.4203194836955393,7.903229124611922,0.0374520774456691,17.935417507761557,132.2902783385077,0.9944355546583876,3.4348334006209242,0.43354860830746145,10.506389673910785,1
6.309725836510063,0.25876142347874737,0.32123857652125265,1.4575228469574946,0.03024771530425053,31.0,113.57522846957495,0.990233616171114,3.2520365551319914,0.5490274163489937,11.77788839827741,1
7.9923278093087236,0.2,0.44908456753731496,12.316826515318127,0.04972275505106042,47.50741066967787,212.1076721906913,0.9972737576390416,3.1007672190691276,0.46,9.763121180479192,1
6.040290422981328,0.1659709577018672,0.3340290422981328,6.040290422981328,0.03519419154037344,30.40290422981328,112.20871268943984,0.9936320871268943,3.32,0.58,10.1432849295031,1
7.518960642935558,0.19594803214677792,0.3,13.632724500548905,0.05478440964403337,51.176614466050054,212.29740160733888,0.9988379212858711,3.14,0.4721559035596663,8.981039357064443,1
5.7255599216349555,0.36444007836504383,0.18022396865398246,3.3071807444679164,0.03021080548555307,13.861001959126096,118.51119843269912,0.9898838605093727,3.4011660117547566,0.8309420431007741,13.888339882452433,1
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,1
6.257517845909707,0.2557517845909706,0.2546014276727765,1.561049968547177,0.029424821540902937,35.23007138363882,105.23007138363883,0.9912448639198096,3.301150356918194,0.4618567814456883,11.123007138363882,1
6.88501472810734,0.3255044184322019,0.312334315207156,11.803166414783485,0.03886745216572478,34.6167157603578,133.4668630414312,0.994189911631356,3.193486744703394,0.39515832073917423,11.75331369585688,1
5.498700198430882,0.3218197221967657,0.36220542662639554,1.680524156668753,0.029948007937235267,29.0,129.5064990078456,0.9896829853075679,3.4492201190585288,0.6861048313337506,12.709098610983828,1
6.141652381212466,0.24532876198798892,0.30866780950300277,3.0566609524849864,0.03269982857454958,26.849914287274792,118.28330476242493,0.9911870154282906,3.343170380884759,0.6715008571272522,11.539965714909917,1
6.921323049664288,0.273455354630716,0.27279382979857236,6.330121632207225,0.028477840429500325,35.78676950335713,135.0,0.9945228003543642,3.145073865234999,0.6368401063092797,10.891907446978585,1
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1
7.502722209308865,0.19513611046544324,0.3,13.519055465162054,0.054540833139632976,50.81124970944946,212.25680552327216,0.9988054444186177,3.14,0.47459166860367025,8.997277790691134,1
6.005371472095458,0.2254700038083526,0.24986571319761355,2.1854072271849505,0.03025335717005966,11.493285659880677,75.23992848982101,0.9905658728642155,3.1790599923832947,0.4080035755089492,11.22936432107756,1
5.819744652253997,0.28061702038293745,0.29950638369365007,1.513574448424623,0.026172765707222476,30.975319184682505,114.01234040765875,0.9895419659256325,3.316914898085313,0.5990127673873001,12.491361714638876,1
6.583401703630511,0.22834017036305107,0.2883401703630511,4.097771379785165,0.041417008518152554,105.87448722277117,175.79354684983906,0.9921494312094221,3.0487448722277115,0.6366393185477957,11.125102555445766,1
6.6541485061811105,0.4239519771633886,0.30770742530905554,1.9687772407283344,0.030687772407283345,40.5414850618111,104.68777240728335,0.9897569870827599,3.2739519771633887,0.5993668277814996,12.806331722185003,1
7.042749565035676,0.19580034797145926,0.35145008699286484,6.330507829357833,0.030564973902140555,31.854991300713518,104.0,0.9935252365161059,3.3585499130071352,0.49137478251783795,10.903012179001074,1
6.879378259491586,0.2747460886100968,0.28793782594915857,2.729947848134624,0.03635026075932688,28.20621740508414,76.61865221525242,0.9906985286835259,3.0553678291185107,0.38062174050841396,11.844352183558897,1
5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
6.413480665260219,0.29134806652602185,0.32,2.3460773389591245,0.018044199578065665,34.0,89.1348066526022,0.9903186077751058,3.2575248648382846,0.6626961330520438,12.297790021096716,1
6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.997175239497263,1
6.561700520165169,0.3385982383539128,0.3473841451852148,8.591612437860807,0.02801876684773893,44.0,128.14017616460873,0.9930440291203295,3.2912140931686977,0.35560704658434894,11.816832643621712,1
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,1
5.848838658496426,0.27597973520081687,0.30551519859938736,3.547170697013274,0.03255151985993873,22.212626654994896,86.21262665499489,0.9904286360105046,3.2674746690010212,0.39701013239959154,11.806313327497447,1
6.958866053350086,0.2382990800251284,0.4036187120351798,4.576598160050257,0.03312062373450599,15.765981600502569,105.82267893299829,0.9923692048023534,3.251773210670017,0.5895053173701884,11.577321067001712,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
5.2,0.3341318917019679,0.3522476509248795,3.1483176728325297,0.03025841163583735,21.724091474630523,128.36204573731527,0.9910912651993387,3.4812113099101003,0.5913728064482732,11.996500622093574,1
8.0,0.18001858804863752,0.3417007447558354,1.6835501939007709,0.0471719332804473,15.833643134143959,84.33271373171209,0.993074312303895,3.121719332804473,0.4400185880486375,10.03289961219846,1
6.700454584106532,0.2199886353973367,0.2650625053146481,3.648352132613822,0.03600113646026633,28.499431769866835,141.49943176986685,0.9935993181238402,3.2799090831786937,0.4501363752319595,10.049943176986684,1
7.688528055058826,0.37815229541390394,0.29464974495401064,3.728020403679146,0.03185989798160427,30.535025504598934,100.92994899080213,0.9911464974495401,3.0371979596320853,0.31535025504598935,12.567512752299468,1
5.802142684987134,0.24582907241002502,0.29,1.2288775264267333,0.04555612367866333,33.0,127.14438763213367,0.9907978573150129,3.308234720930593,0.47978573150128656,11.173265158560401,1
4.918430339145547,0.5032778509771905,0.13104240184902247,4.408759547805937,0.034975823021650976,54.592151695727736,98.9441137717958,0.9901573563340199,3.418640505652426,0.4432025282621289,12.286405056524258,1
6.7419389611666976,0.21580610388333027,0.3354793504832937,10.829084417500457,0.038,60.41938961166697,150.2581688350009,0.9964028329844327,3.1070915582499543,0.5483877922333394,10.209694805833486,1
6.099951929037051,0.25500080118271584,0.2549879822592626,1.2999839763456835,0.03549927893555575,40.99983976345683,114.49991988172842,0.9907000160236543,3.305018427202464,0.4399935905382734,11.149975964518525,1
8.648705199600986,0.24850977140957078,0.5123216629122448,11.072785028989443,0.037149022859042924,27.14039085638283,124.42980457180859,0.996398273599468,3.2128941371542576,0.4428078171276566,10.786824114627727,1
6.958152640127102,0.22203463799761683,0.4676189820262149,2.019769080015888,0.04680230919984112,44.19191780055607,167.0057729996028,0.9936802309199841,3.286681213953131,0.54,10.059884540007944,1
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,1
6.840976734084911,0.40902326591508925,0.3722930202254732,3.934604913792321,0.03914651011273661,26.770697977452677,156.4097673408491,0.9911352232224803,3.1468790606764196,0.45736742771887506,11.86730245689616,1
6.236946856808138,0.192641064465626,0.29407632857979654,1.4261062863837246,0.03418473428404069,42.77710142606103,140.8152657159593,0.9904824444266468,3.2189159429575587,0.4970077284626448,11.556029001757278,1
5.810383204657022,0.27512408672701805,0.37329561924964977,3.059142337386841,0.03901806578525434,16.0,93.46952554204387,0.9913405200846056,3.2803613157050866,0.5112189783182455,11.039051084087724,1
7.1169867646416005,0.25943377451194666,0.3385844362798666,14.425480146962402,0.06634884068873864,35.11324509761067,189.14155637201333,0.998588675490239,3.0697168872559732,0.5283013235358399,9.114155637201334,1
6.952979455338602,0.23310322844679096,0.3052979455338603,2.7880821786455887,0.04078052829129307,28.0,140.36991195145114,0.992729062139124,3.21470205446614,0.5552979455338602,10.504070438839076,1
8.050339069790354,0.2665349505795337,0.34,2.115010436004982,0.03022235261652252,54.84311424414309,112.52934273242926,0.9912091653604932,3.1290179970900156,0.49660276453760466,11.477764738347748,1
6.900927994498836,0.3940736012574089,0.32435199960705974,1.6703680062870445,0.029425920015717612,41.287039992141196,104.28703999214119,0.9897990720055011,3.2038880023576417,0.5539808018075253,12.54259200157176,1
7.019537204606796,0.2991955268691319,0.5078164300733581,13.597701505340376,0.04993104516021131,39.942537633509424,168.01149247329812,0.997624708817591,3.0705746236649056,0.5194253763350942,9.590806021361507,1
6.808777261229133,0.15609715765364152,0.2736489095508347,1.2226331783687396,0.04072288165720785,43.59122273877087,140.40877726122912,0.9922293789772336,3.2721943153072828,0.5459122273877087,10.495611369385433,1
7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,1
6.422376123309825,0.1567128369929474,0.4579008986478598,1.1888119383450877,0.05329301672251939,66.32871630070525,149.32871630070525,0.9909237612330982,3.1377623876690177,0.6919605903732979,10.987426828556664,1
7.6065697552874445,0.2413139510574889,0.32549273164655834,1.6,0.03283575611781389,32.96715122356278,117.03284877643722,0.9906319331729595,3.120893902945347,0.3848357561178139,12.051642438821862,1
7.006738808804577,0.4073044764781694,0.27213477617609155,5.24436792490334,0.03350565667673593,16.35956714717254,79.5730447647817,0.9909642597116965,3.0815740288303526,0.3621347761760915,12.286522382390848,1
6.959771915264081,0.3074709300223848,0.48023032227841983,4.935621639167522,0.036344812154879294,17.057468692479883,105.05746869247989,0.9916068962430976,3.2611493738495976,0.6598859576320408,12.428734346239942,1
7.249355327906743,0.2479835040699423,0.317854569651291,1.6886281761631987,0.03374677663953372,28.240329918601155,118.0,0.9911023928692996,3.274677663953372,0.4873388319766859,11.633058401165705,1
6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,1
6.286755954902119,0.30173511909804235,0.3,2.4826488090195764,0.04047946427058729,29.173511909804237,82.17351190980423,0.9903064464185877,3.2718273798430677,0.5666220225489406,11.973511909804238,1
6.5,0.24,0.32,7.6,0.038,48.0,203.0,0.9958,3.45,0.54,9.7,1
7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,1
7.0055750833218156,0.30111501666436313,0.5078496107187283,13.580885428610918,0.04984867630983643,40.00796440474545,167.99203559525455,0.9975776996667127,3.0703982202372724,0.5192832035729095,9.613539488067266,1
7.8622805276884025,0.15962280527688402,0.6173683166130415,15.89104751403903,0.04962280527688403,69.33947525080438,210.30175577849278,0.9998719273876376,3.152263168338696,0.5175438944623195,9.345263366773917,1
6.234016094289695,0.2864959764275763,0.3111338698096565,1.8896854433379775,0.030216532547585877,35.55669349048282,93.32991952855153,0.9903610241414346,3.309897585856546,0.5767008047144847,11.944330650951718,1
6.412633868493977,0.4093239624268505,0.271067603757315,6.198042169079173,0.028592536806282293,28.106760375731497,131.10676037573148,0.9910403547531876,3.13213520751463,0.31980421690791727,12.142260708808092,1
6.84707065065107,0.32431648515191647,0.33529293493489293,9.807861863530862,0.04474511775108512,36.490235502170236,129.98047100434047,0.9934537306152821,3.059414130130214,0.32235353253255355,11.521582425759583,1
6.557469167159578,0.24682777495563796,0.35682777495563794,0.9772407501478736,0.04919771582988294,8.287345835797893,140.77240750147874,0.9923940246662724,3.3856327082101054,0.4948506166568084,10.705975333727663,1
5.645981483885149,0.12613086451801991,0.33,3.091589516188122,0.04277382709639602,21.0,73.1532716129505,0.9890488975355113,3.184560803230297,0.3268972225827724,12.94598148388515,1
7.440100617198481,0.21363179012734176,0.4670744444584303,9.056116666876456,0.03450945678981266,29.0,133.74527160509368,0.993976418518472,3.0040100617198484,0.32,10.949054321018734,1
5.203129902596194,0.28234481222917546,0.31624934632050744,1.7531560497758978,0.028031299025961944,46.51564951298097,113.0,0.9894943766341987,3.334530514610571,0.45578247564904856,11.692201390689217,1
6.843212023248953,0.383518196512657,0.33567879767510467,7.972559308048631,0.02540150290611916,37.78393988375523,132.56787976751048,0.9924224841627427,3.160554589537971,0.4162333872130757,11.93518196512657,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
6.099099173713926,0.18,0.3571814639836889,1.178635773306148,0.03792278040244666,19.213642266938518,73.78635773306148,0.989378159799746,3.1391377213958593,0.4707721959755333,12.294079692816814,1
6.357448381572236,0.3935566804492102,0.272644331955079,6.268994937978554,0.02725231783818287,28.2644331955079,131.2644331955079,0.9911885672037775,3.135288663910158,0.32689949379785543,12.02006427348138,1
6.050591929240125,0.34319159203951405,0.27,2.5836917081155155,0.029758878938601876,13.747040353799376,71.87943946930093,0.9896142304919878,3.075554483142853,0.5816791486990907,12.33853587617022,1
6.23710074749088,0.24221744393818406,0.3364250622909066,4.817199003345494,0.04008599501672747,42.45700249163627,147.54299750836373,0.99227945945184,3.2207248131272803,0.4054299750836374,10.945700249163627,1
7.445038050681715,0.2684108204855325,0.3230464922913195,6.213254460392365,0.042331022576655046,31.30464922913195,154.76821640971065,0.9942470363877352,3.352914625553704,0.5898681332623845,11.047675385434024,1
6.45394745213095,0.17416352366981322,0.34088346223418353,1.8495301409600322,0.03222086555854589,18.637217925527214,110.6813910372364,0.9908772652295288,3.3876973726065476,0.6798120563840129,12.186748066487247,1
5.973594801821445,0.3209644155656747,0.21446623348512045,2.956833759299638,0.027867974009107226,16.51779221716265,123.28932466970241,0.9896531823319651,3.340711688686506,0.7423877929386868,13.716761042521808,1
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,1
6.151338617124112,0.3419790106622929,0.28117584038782545,3.034225744749408,0.035486613828758874,29.657742552505916,124.0,0.9894219318940215,3.2945984148627665,0.4239580213245858,13.031548510501183,1
5.827774812395441,0.21557769474707233,0.3209334045025094,3.134775346164262,0.0374644290244563,100.81331909949812,172.71997864924717,0.9912271088574206,3.2528229457755122,0.6946670225125471,11.544223052529277,1
7.287040362393185,0.31830418723647896,0.33,5.435201811965925,0.02921599396011358,15.564798188034075,128.43520181196592,0.9926345590336182,3.2187040362393184,0.4187040362393185,11.50896114757842,1
6.202757183175755,0.20972428168242455,0.39588971267296985,1.7780699717769717,0.03120551436635151,25.616543099054528,111.20551436635151,0.9900175949974516,3.075213160597332,0.3513785915878773,11.717794253459397,1
6.153750618809188,0.7091256806901074,0.03196845606563545,3.130625928213783,0.0393812716583216,17.88437654702297,120.34687035893108,0.9901559388923207,3.218499752476325,0.9215002475236753,13.723124690595405,1
8.065521857992735,0.45861284141235,0.3441346994050853,6.520874319709412,0.032034344260217944,22.655218579927354,119.37912568029058,0.9917393131147957,3.132747540817435,0.5324040982152559,13.127609289963678,1
7.130921740637556,0.25381565187248895,0.4622893911234934,7.692368696255022,0.051457878224698675,25.92368696255022,154.61446955617467,0.996292368696255,3.3191575644939735,0.5930525214979911,10.07631303744978,1
6.492741967591604,0.2792741967591604,0.2734193574073283,2.2196775092564907,0.02707258032408396,36.17096787036642,106.17096787036641,0.9914283387347215,3.305854839351832,0.5512419476848095,11.217096787036642,1
6.194699586598436,0.21185514469054748,0.27026502067007824,1.7198765502558657,0.03794699586598436,41.0,150.0132510335039,0.9932721728296418,3.4881448553094527,0.7082773656444916,10.515017837971099,1
6.547971444429328,0.2288782866657597,0.3474462822255478,9.085202855557068,0.042520285555706715,35.591885777717316,127.29594288885866,0.993360620582212,3.058782866657597,0.31183771555434625,11.088782866657597,1
7.2836756934930245,0.2224486459760463,0.3670405383133719,2.329594616866281,0.03645918923373256,31.377567701197684,124.45918923373256,0.9914887838505988,3.1973459379281386,0.4575513540239537,11.694891842894181,1
5.61109360888044,0.3413375338686945,0.13044059395369675,1.276671917335868,0.040522029697684835,42.58890639111956,119.0,0.9902961840673593,3.409331233065653,0.44099527439771874,11.647797030231516,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
7.276960723444221,0.29313715751075303,0.2646078553111559,16.6072311378083,0.04230392765557794,33.3848036172211,153.6151963827789,0.9980130160480549,3.0131126872720095,0.4607842893776883,10.15441085166331,1
6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.99058,3.11,0.75,11.3,1
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1
5.496250459557748,0.34385966796806444,0.26334364659950665,1.822187844668311,0.032443756893366225,10.778121553316888,54.55624310663378,0.988564998161769,3.314812522977887,0.588187109375914,13.085001838230992,1
8.967053078277836,0.2575365180557171,0.3454811040405215,1.2274055202026075,0.028877579621273786,30.86297239898696,93.27405520202608,0.9915972594479798,2.969738004293781,0.3905541401519556,11.327405520202609,1
7.1,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,3.12,0.48,12.0,1
6.4157728776780765,0.15606072213193772,0.3068454244643847,3.3081623474410176,0.03652602535936634,72.36829658258557,166.84227122321923,0.9899264983455411,3.1831703417414428,0.2815851708707213,12.64731863303423,1
6.678072009211911,0.18109639953940448,0.3037429345615881,1.3406426635960298,0.04510963995394045,21.70321331798015,90.0,0.9910091877658821,3.1740642663596033,0.48328919861821346,11.492249322586105,1
7.833095688125815,0.19375891169528192,0.27541369610157274,7.949643532188722,0.03316547844062907,41.0,141.83452155937093,0.9942827392203145,3.0904493428827005,0.3745863038984273,10.879671662732644,1
6.645229953669972,0.3147632074128044,0.35249829027069424,4.746465208485124,0.03538091981467989,44.65477004633003,152.0,0.991789293041697,3.300356898610099,0.45309540092660056,11.945229953669973,1
7.507100462785915,0.2248520555343098,0.38615387967566206,2.311242036258027,0.03671598148856339,21.41420092557183,98.82840185114367,0.991679290389505,3.0837278519085074,0.4641420092557183,10.869821943700844,1
7.087310294631132,0.23662069324063342,0.28197241594438005,3.0422067244495956,0.036662069324063344,27.464827729625338,76.0,0.9908478896637775,3.0019724159443797,0.39478619757435307,11.860551681112398,1
6.071002510600373,0.22934962340994414,0.2847335007066915,4.192591911217939,0.03740831241166356,60.76332496466542,133.2899748939963,0.991514435258127,3.286982873056598,0.5601173780034389,11.39467001413383,1
